Region,Subregion,Country,Drug Type,Source,Notes,Year,Lifetime,Past Month,Past Year
Europe,Western and Central Europe,Sweden,Cocaine,ARQ,Male,2015,1.2,,
Europe,Western and Central Europe,Finland,Cocaine,ARQ (ESPAD),-,2015,1,,
Europe,Western and Central Europe,Germany,Cocaine,ARQ / DAS Data,-,2015,4,2,0.3
Europe,Western and Central Europe,Germany,Cocaine,ARQ / DAS Data,Crack,2015,0.5,0.5,
Europe,Western and Central Europe,Austria,Cocaine,ARQ / ESPAD,-,2015,2,,1.5
Europe,Western and Central Europe,Austria,Cocaine,ARQ / ESPAD,Cocaine salts,2015,1.8,,1.4
Europe,Western and Central Europe,Austria,Cocaine,ARQ / ESPAD,Crack,2015,0.6,,0.4
Europe,Western and Central Europe,Czechia,Cocaine,ARQ / ESPAD,Cocaine salts,2015,1.5,0.3,0.7
Europe,Western and Central Europe,Czechia,Cocaine,ARQ / ESPAD,Cocaine salts,2015,1.4,0.3,0.8
Europe,Western and Central Europe,Denmark,Cocaine,ARQ / ESPAD,-,2015,1.8,,
Europe,Western and Central Europe,Malta,Cocaine,ARQ / ESPAD,-,2015,2.8,,2
Europe,Western and Central Europe,Netherlands,Cocaine,ARQ / ESPAD,-,2015,1.3,0.5,0.9
Europe,Western and Central Europe,Belgium,Cocaine,ESPAD,"Crack, Flemish par",2015,1,,
Europe,Western and Central Europe,Belgium,Cocaine,ESPAD,Flemish part,2015,3,,
Europe,Western and Central Europe,Cyprus,Cocaine,ESPAD,-,2015,3,,
Europe,Western and Central Europe,Cyprus,Cocaine,ESPAD,Crack,2015,2,,
Europe,Western and Central Europe,Czechia,Cocaine,ESPAD,-,2015,1,,
Europe,Western and Central Europe,Czechia,Cocaine,ESPAD,Crack,2015,1,,
Europe,Western and Central Europe,Denmark,Cocaine,ESPAD,-,2015,2,,
Europe,Western and Central Europe,Estonia,Cocaine,ESPAD,-,2015,1,,
Europe,Western and Central Europe,Faroe Islands,Cocaine,ESPAD,-,2015,0,,
Europe,Western and Central Europe,Faroe Islands,Cocaine,ESPAD,Crack,2015,0,,
Europe,Western and Central Europe,France,Cocaine,ESPAD,-,2015,4,,
Europe,Western and Central Europe,France,Cocaine,ESPAD,Crack,2015,3,,
Europe,Western and Central Europe,Greece,Cocaine,ESPAD,-,2015,1.34,,1.05
Europe,Western and Central Europe,Greece,Cocaine,ESPAD,Crack,2015,1,,0.76
Europe,Western and Central Europe,Hungary,Cocaine,ESPAD,Cocaine salts,2015,3.2,,1.9
Europe,Western and Central Europe,Hungary,Cocaine,ESPAD,Crack,2015,1.6,,0.9
Europe,Western and Central Europe,Iceland,Cocaine,ESPAD,-,2015,2,,
Europe,Western and Central Europe,Iceland,Cocaine,ESPAD,Crack,2015,1,,
Europe,Western and Central Europe,Ireland,Cocaine,ESPAD,-,2015,3,,
Europe,Western and Central Europe,Ireland,Cocaine,ESPAD,Crack,2015,2,,
Europe,Western and Central Europe,Malta,Cocaine,ESPAD,-,2015,3,,
Europe,Western and Central Europe,Malta,Cocaine,ESPAD,Crack,2015,1,,
Europe,Western and Central Europe,Malta,Cocaine,ESPAD,Crack,2015,1.4,,0.9
Europe,Western and Central Europe,Monaco,Cocaine,ESPAD,-,2015,3,,
Europe,Western and Central Europe,Monaco,Cocaine,ESPAD,Crack,2015,2,,
Europe,Western and Central Europe,Netherlands,Cocaine,ESPAD,-,2015,2,,
Europe,Western and Central Europe,Netherlands,Cocaine,ESPAD,Crack,2015,1,,
Europe,Western and Central Europe,Norway,Cocaine,ESPAD,-,2015,1,,
Europe,Western and Central Europe,Norway,Cocaine,ESPAD,Crack,2015,1,,
Europe,Western and Central Europe,Poland,Cocaine,ESPAD,-,2015,4,,
Europe,Western and Central Europe,Poland,Cocaine,ESPAD,Crack,2015,2,,
Europe,Western and Central Europe,Slovenia,Cocaine,ESPAD,-,2015,2,,
Europe,Western and Central Europe,Slovenia,Cocaine,ESPAD,Crack,2015,1,,
Europe,Western and Central Europe,United Kingdom (Scotland),Cocaine,Government,Cocaine,2015,3.9,1.9,3.5
Europe,Western and Central Europe,United Kingdom (Scotland),Cocaine,Government,Crack,2015,1.5,0.9,1.3
Europe,Western and Central Europe,United Kingdom (England and Wales),Cocaine,Government 2015/2016,Any Cocaine,2015,8.58644741,1.96255469,4.44181162
Europe,Western and Central Europe,United Kingdom (England and Wales),Cocaine,Government 2015/2016,Crack cocaine,2015,0.59062508,0.01841315,0.01841315
Europe,Western and Central Europe,United Kingdom (England and Wales),Cocaine,Government 2015/2016,Powder Cocaine,2015,8.58644741,1.96160289,4.44181162
Europe,Western and Central Europe,Italy,Cocaine,ARQ,-,2016,3.56,1.55,2.46
Europe,Western and Central Europe,Italy,Cocaine,ARQ,Cocaine salts,2016,3.1,1.4,2.21
Europe,Western and Central Europe,Italy,Cocaine,ARQ,Crack,2016,1.56,0.86,1.12
Europe,Western and Central Europe,Poland,Cocaine,ARQ,-,2016,3.4,1,1.6
Europe,Western and Central Europe,Spain,Cocaine,ARQ,Cocaine salts,2016,2.6,0.8,2.1
Europe,Western and Central Europe,Spain,Cocaine,ARQ,Crack,2016,1.7,0.5,1.2
Europe,Western and Central Europe,Spain,Cocaine,ARQ,Powder and or crack,2016,3.2,1,2.5
Europe,Western and Central Europe,Sweden,Cocaine,ARQ,-,2016,0.9,,
Europe,Western and Central Europe,Belgium,Cocaine,ARQ / ESPAD,Flemish part /Cocaine salts,2016,2,,1.1
Europe,Western and Central Europe,Belgium,Cocaine,ARQ / ESPAD,Flemish part /Cocaine salts,2016,2.2,,1.3
Europe,Western and Central Europe,Czechia,Cocaine,ARQ / ESPAD,Cocaine salts,2016,1.5,0.3,0.7
Europe,Western and Central Europe,Switzerland,Cocaine,"Addiction Monitoring in Switzerland, July 2017",Cocaine,2016,0.8,0.1,0.6
Europe,Western and Central Europe,Switzerland,Cocaine,"Addiction Monitoring in Switzerland, July 2017",crack,2016,,,0
Europe,Western and Central Europe,Cyprus,Cocaine,ESPAD,-,2016,2.1,0.2,0.3
Europe,Western and Central Europe,United Kingdom (England),Cocaine,Government,-,2016,4.1,1.4,3.2
Europe,Western and Central Europe,United Kingdom (England),Cocaine,Government,Cocaine salts,2016,3.6,1.3,2.9
Europe,Western and Central Europe,United Kingdom (England),Cocaine,Government,Crack,2016,1.3,0.2,0.7
Europe,Western and Central Europe,United Kingdom (England and Wales),Cocaine,Government 2016/2017,Any Cocaine,2016,10.04214541,1.62538293,4.83627051
Europe,Western and Central Europe,United Kingdom (England and Wales),Cocaine,Government 2016/2017,Crack cocaine,2016,0.50533235,0,0
Europe,Western and Central Europe,United Kingdom (England and Wales),Cocaine,Government 2016/2017,Powder Cocaine,2016,9.94574884,1.62538293,4.83627051
Europe,Western and Central Europe,United Kingdom (Scotland),Cocaine,Government/Scottish Schools Adolescent Lifestyle and Substance Use Survey (SALSUS),Cocaine,2016,2.4,1.2,2.1
Europe,Western and Central Europe,United Kingdom (Scotland),Cocaine,Government/Scottish Schools Adolescent Lifestyle and Substance Use Survey (SALSUS),Crack cocaine,2016,1,0.6,0.9
Europe,Western and Central Europe,France,Cocaine,ARQ,Cocaine salts,2017,2.8,,1.5
Europe,Western and Central Europe,France,Cocaine,ARQ,Crack,2017,0.6,,0.2
Europe,Western and Central Europe,Italy,Cocaine,ARQ,-,2017,3.37,1.26,1.91
Europe,Western and Central Europe,Italy,Cocaine,ARQ,Cocaine salts,2017,2.6,1.16,1.79
Europe,Western and Central Europe,Italy,Cocaine,ARQ,Crack,2017,1.18,0.61,0.86
Europe,Western and Central Europe,Belgium,Cocaine,ARQ / ESPAD,-,2017,2,,1.1
Europe,Western and Central Europe,Belgium,Cocaine,ARQ / ESPAD,Other coca/cocaine type,2017,2.2,,1.3
Europe,Western and Central Europe,United Kingdom (England and Wales),Cocaine,Government 2017/2018,Any Cocaine,2017,10.8,2.1,6
Europe,Western and Central Europe,United Kingdom (England and Wales),Cocaine,Government 2017/2018,Crack cocaine,2017,0.2,0,0.1
Europe,Western and Central Europe,United Kingdom (England and Wales),Cocaine,Government 2017/2018,Powder Cocaine,2017,10.8,2.1,6
Europe,Western and Central Europe,Italy,Cocaine,ARQ,-,2018,2.85,0.94,1.81
Europe,Western and Central Europe,Italy,Cocaine,ARQ,Cocaine salts,2018,2.7,0.87,1.71
Europe,Western and Central Europe,Italy,Cocaine,ARQ,Crack,2018,0.88,0.4,0.59
Europe,Western and Central Europe,Poland,Cocaine,ARQ,-,2018,3.7,1.2,2.1
Europe,Western and Central Europe,Slovakia,Cocaine,ARQ,-,2018,1.35,,
Europe,Western and Central Europe,Sweden,Cocaine,ARQ,-,2018,1.01,,
Europe,Western and Central Europe,United Kingdom (England and Wales),Cocaine,Government 2018/2019,Cocaine,2018,11.3,2.6,6.2
Europe,Western and Central Europe,United Kingdom (England and Wales),Cocaine,Government 2018/2019,Crack,2018,0.2,0,0
Europe,Western and Central Europe,United Kingdom (England and Wales),Cocaine,Government 2018/2019,Powder Cocaine,2018,11.2,2.6,6.2
Europe,Eastern Europe,Russian Federation,Ecstasy,ARQ/ ESPAD,-,2007,3.2,,
Europe,Eastern Europe,Ukraine,Ecstasy,ESPAD,-,2007,3,,
Europe,Eastern Europe,Republic of Moldova,Ecstasy,ESPAD,-,2008,1.6,0.8,1.3
Europe,Eastern Europe,Belarus,Ecstasy,ARQ,-,2010,1.1,0.2,0.7
Europe,Eastern Europe,Ukraine,Ecstasy,ARQ,-,2010,2,0.2,1
Europe,Eastern Europe,Republic of Moldova,Ecstasy,Govt.,-,2010,1.2,0.2,0.6
Europe,Eastern Europe,Republic of Moldova,Ecstasy,ARQ,-,2011,1.2,0.1,0.6
Europe,Eastern Europe,Russian Federation,Ecstasy,ARQ,-,2011,2.6,0.7,1.2
Europe,Eastern Europe,Ukraine,Ecstasy,ARQ,-,2011,3.1,,
Europe,Eastern Europe,Republic of Moldova,Ecstasy,ESPAD,-,2015,1,,
Europe,South-Eastern Europe,Turkey,Ecstasy,ARQ,-,2003,1.8,,0.8
Europe,South-Eastern Europe,Albania,Ecstasy,ARQ,-,2004,4.9,,
Europe,South-Eastern Europe,Croatia,Ecstasy,ARQ,-,2007,1.9,,0.3
Europe,South-Eastern Europe,Romania,Ecstasy,ESPAD,-,2007,1.2,,0.6
Europe,South-Eastern Europe,Bosnia and Herzegovina,Ecstasy,ARQ,-,2008,,,3
Europe,South-Eastern Europe,Bulgaria,Ecstasy,ARQ,-,2008,7.1,2.6,4.6
Europe,South-Eastern Europe,Serbia,Ecstasy,ARQ,-,2008,1.5,,
Europe,South-Eastern Europe,Montenegro,Ecstasy,ESPAD,-,2008,,,1
Europe,South-Eastern Europe,North Macedonia,Ecstasy,ESPAD,-,2008,3.1,1.6,2.1
Europe,South-Eastern Europe,Bosnia and Herzegovina,Ecstasy,ARQ,-,2011,1.4,0.4,0.7
Europe,South-Eastern Europe,Romania,Ecstasy,ARQ,-,2011,2,0.6,1.4
Europe,South-Eastern Europe,Serbia,Ecstasy,ARQ,-,2011,1.5,1,1
Europe,South-Eastern Europe,Bulgaria,Ecstasy,ESPAD,-,2011,4.4,2.2,3.2
Europe,South-Eastern Europe,Montenegro,Ecstasy,ESPAD,-,2011,3.3,1.2,2.4
Europe,South-Eastern Europe,Serbia,Ecstasy,ESPAD,-,2011,1.5,,
Europe,South-Eastern Europe,Bulgaria,Ecstasy,ARQ,-,2013,4.1,1.9,3.1
Europe,South-Eastern Europe,Montenegro,Ecstasy,ARQ,-,2015,3,,
Europe,South-Eastern Europe,North Macedonia,Ecstasy,ARQ,-,2015,2.1,,1.7
Europe,South-Eastern Europe,Romania,Ecstasy,ARQ,-,2015,2.1,1,1.4
Europe,South-Eastern Europe,Albania,Ecstasy,ARQ / ESPAD,-,2015,2.4,,
Europe,South-Eastern Europe,Bulgaria,Ecstasy,ARQ / ESPAD,-,2015,5.2,,4.2
Europe,South-Eastern Europe,Croatia,Ecstasy,ESPAD,-,2015,2,,
Europe,South-Eastern Europe,North Macedonia,Ecstasy,ESPAD,-,2015,2,,
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 1996,-,1996,11.6844989,2.9,6.59559135
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 1998,-,1998,10.77560427,2.2,5.08679618
Europe,Western and Central Europe,Luxembourg,Ecstasy,ARQ,-,1999,3.1,,1.7
Europe,Western and Central Europe,Luxembourg,Ecstasy,National Drug Report 2017,-,1999,2.1,,1.3
Europe,Western and Central Europe,Luxembourg,Ecstasy,National Drug Report 2017,-,1999,1.7,,
Europe,Western and Central Europe,Luxembourg,Ecstasy,National Drug Report 2017,-,1999,1.8,,
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2000,-,2000,11.72203678,3.2,5.60794573
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2001/2002,-,2001,12.10786651,3.5,6.75231751
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2002/2003,-,2002,12.53104651,2.7,5.82349971
Europe,Western and Central Europe,Greenland,Ecstasy,ESPAD,-,2003,2,,1
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2003/2004,-,2003,11.27445851,2.6,5.52759504
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2004/2005,-,2004,10.84872659,1.9,4.85572494
Europe,Western and Central Europe,Liechtenstein,Ecstasy,ARQ,-,2005,0.7,,0.6
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2005/2006,-,2005,10.41767769,2,4.30544614
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2006/2007,-,2006,10.50900579,2.47805577,4.84355135
Europe,Western and Central Europe,Cyprus,Ecstasy,ARQ,-,2007,3,2,3
Europe,Western and Central Europe,Czechia,Ecstasy,ARQ,-,2007,4.5,1.2,3
Europe,Western and Central Europe,Denmark,Ecstasy,ARQ,-,2007,5.2,,
Europe,Western and Central Europe,Estonia,Ecstasy,ARQ,-,2007,5.7,1.6,3.9
Europe,Western and Central Europe,Finland,Ecstasy,ARQ,-,2007,2,,
Europe,Western and Central Europe,Germany,Ecstasy,ARQ,-,2007,3.6,,2
Europe,Western and Central Europe,Latvia,Ecstasy,ARQ,-,2007,6.5,,4.1
Europe,Western and Central Europe,Malta,Ecstasy,ARQ,-,2007,3.9,1.7,3.1
Europe,Western and Central Europe,Netherlands,Ecstasy,ARQ,-,2007,2.4,0.8,
Europe,Western and Central Europe,Slovenia,Ecstasy,ARQ,-,2007,3.3,1.3,2.5
Europe,Western and Central Europe,Czechia,Ecstasy,ARQ./ ESPAD,-,2007,4.6,,3
Europe,Western and Central Europe,Austria,Ecstasy,ESPAD,-,2007,3.4,1.4,
Europe,Western and Central Europe,Cyprus,Ecstasy,ESPAD,-,2007,3,,
Europe,Western and Central Europe,Faroe Islands,Ecstasy,ESPAD,-,2007,1,,
Europe,Western and Central Europe,France,Ecstasy,ESPAD,-,2007,4,,
Europe,Western and Central Europe,Hungary,Ecstasy,ESPAD,-,2007,1.2,,
Europe,Western and Central Europe,Iceland,Ecstasy,ESPAD,-,2007,2,,
Europe,Western and Central Europe,Ireland,Ecstasy,ESPAD,-,2007,4,,
Europe,Western and Central Europe,Lithuania,Ecstasy,ESPAD,-,2007,3.4,,
Europe,Western and Central Europe,Monoco,Ecstasy,ESPAD,-,2007,4,,
Europe,Western and Central Europe,Netherlands,Ecstasy,ESPAD,-,2007,4,,
Europe,Western and Central Europe,Norway,Ecstasy,ESPAD,-,2007,1,,
Europe,Western and Central Europe,Portugal,Ecstasy,ESPAD,-,2007,2.2,,
Europe,Western and Central Europe,Slovenia,Ecstasy,ESPAD,-,2007,3.1,,2.5
Europe,Western and Central Europe,Switzerland,Ecstasy,ESPAD,-,2007,2,,
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2007/2008,-,2007,9.189764,1.36530309,3.92445015
Europe,Western and Central Europe,Gibraltar,Ecstasy,ARQ,-,2008,,,0.4
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2008/2009,-,2008,9.76211829,1.49288312,4.33180629
Europe,Western and Central Europe,Germany,Ecstasy,Govt.,-,2008,3.2,0.3,0.9
Europe,Western and Central Europe,Sweden,Ecstasy,ARQ,-,2009,1,,1
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2009/2010,-,2009,9.89112494,1.87089894,4.20980628
Europe,Western and Central Europe,Belgium,Ecstasy,ARQ,-,2010,2.82,,1.53
Europe,Western and Central Europe,Greece,Ecstasy,ARQ,-,2010,1.2,,
Europe,Western and Central Europe,Italy,Ecstasy,ARQ,-,2010,1.1,0.3,0.6
Europe,Western and Central Europe,Latvia,Ecstasy,ARQ,-,2010,4.7,1.7,3
Europe,Western and Central Europe,Luxembourg,Ecstasy,ARQ,-,2010,1,,0.7
Europe,Western and Central Europe,Netherlands,Ecstasy,ARQ,-,2010,2.6,0.9,
Europe,Western and Central Europe,Poland,Ecstasy,ARQ,-,2010,3.5,0.8,1.4
Europe,Western and Central Europe,Slovakia,Ecstasy,ARQ,-,2010,1.9,0.6,1.4
Europe,Western and Central Europe,Spain,Ecstasy,ARQ,-,2010,2.5,1,1.7
Europe,Western and Central Europe,United Kingdom (England),Ecstasy,ARQ,-,2010,2.6,0.8,2.3
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2010/2011,-,2010,9.42913129,1.298698,3.72076641
Europe,Western and Central Europe,Luxembourg,Ecstasy,National Drug Report 2017,-,2010,0.3,,
Europe,Western and Central Europe,Luxembourg,Ecstasy,National Drug Report 2017,-,2010,1.4,,
Europe,Western and Central Europe,Belgium,Ecstasy,ARQ,-,2011,2.3,,0.6
Europe,Western and Central Europe,Czechia,Ecstasy,ARQ,-,2011,3.3,0.4,1.5
Europe,Western and Central Europe,Denmark,Ecstasy,ARQ,-,2011,1.5,,
Europe,Western and Central Europe,Estonia,Ecstasy,ARQ,-,2011,2.9,,
Europe,Western and Central Europe,Finland,Ecstasy,ARQ,-,2011,1,,
Europe,Western and Central Europe,France,Ecstasy,ARQ,-,2011,1.9,,1.4
Europe,Western and Central Europe,Germany,Ecstasy,ARQ,-,2011,3,,
Europe,Western and Central Europe,Germany,Ecstasy,ARQ,-,2011,,,0.2
Europe,Western and Central Europe,Ireland,Ecstasy,ARQ,-,2011,2,1,2
Europe,Western and Central Europe,Liechtenstein,Ecstasy,ARQ,-,2011,3,,
Europe,Western and Central Europe,Lithuania,Ecstasy,ARQ,-,2011,2.1,,
Europe,Western and Central Europe,Netherlands,Ecstasy,ARQ,-,2011,2.6,0.9,
Europe,Western and Central Europe,Slovenia,Ecstasy,ARQ,-,2011,2,,
Europe,Western and Central Europe,United Kingdom (England),Ecstasy,ARQ,-,2011,2.7,0.8,2.3
Europe,Western and Central Europe,Cyprus,Ecstasy,ESPAD,-,2011,3,3,3
Europe,Western and Central Europe,Iceland,Ecstasy,ESPAD,-,2011,2,1,1
Europe,Western and Central Europe,Latvia,Ecstasy,ESPAD,-,2011,4.3,1.5,2.3
Europe,Western and Central Europe,Malta,Ecstasy,ESPAD,-,2011,3,2,2
Europe,Western and Central Europe,Norway,Ecstasy,ESPAD,-,2011,1,1,1
Europe,Western and Central Europe,Portugal,Ecstasy,ESPAD,-,2011,3,1,3
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2011/2012,-,2011,8.74046778,1.52348527,3.29713263
Europe,Western and Central Europe,Belgium,Ecstasy,ARQ,-,2012,1.8,,1
Europe,Western and Central Europe,Belgium,Ecstasy,ARQ,-,2012,2.9,,1.5
Europe,Western and Central Europe,Cyprus,Ecstasy,ARQ,-,2012,0.8,0.1,0.1
Europe,Western and Central Europe,Italy,Ecstasy,ARQ,-,2012,0.78,0.25,0.5
Europe,Western and Central Europe,Poland,Ecstasy,ARQ,-,2012,3,1.5,2.2
Europe,Western and Central Europe,Spain,Ecstasy,ARQ,-,2012,3,1.2,2.2
Europe,Western and Central Europe,United Kingdom (England),Ecstasy,ARQ,-,2012,3,1.2,2.4
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2012/2013,-,2012,7.90371503,,2.88003175
Europe,Western and Central Europe,Belgium,Ecstasy,ARQ,-,2013,2,,1.1
Europe,Western and Central Europe,Denmark,Ecstasy,ARQ,-,2013,1.5,,
Europe,Western and Central Europe,Estonia,Ecstasy,ARQ,-,2013,0.8,,
Europe,Western and Central Europe,Finland,Ecstasy,ARQ,-,2013,2,,
Europe,Western and Central Europe,Germany,Ecstasy,ARQ,-,2013,4,1,
Europe,Western and Central Europe,Italy,Ecstasy,ARQ,-,2013,0.81,0.29,0.53
Europe,Western and Central Europe,Latvia,Ecstasy,ARQ,-,2013,2.43,,
Europe,Western and Central Europe,Poland,Ecstasy,ARQ,-,2013,2.6,1,1.4
Europe,Western and Central Europe,United Kingdom (England),Ecstasy,ARQ,-,2013,2.1,1.2,1.8
Europe,Western and Central Europe,United Kingdom (Scotland),Ecstasy,Government,-,2013,2,1,2
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2013/2014,-,2013,9.02304445,,3.86048482
Europe,Western and Central Europe,Belgium,Ecstasy,ARQ,-,2014,1.6,,0.9
Europe,Western and Central Europe,France,Ecstasy,ARQ,-,2014,3.8,,2.1
Europe,Western and Central Europe,Germany,Ecstasy,ARQ,-,2014,5,1,
Europe,Western and Central Europe,Netherlands,Ecstasy,ARQ,-,2014,2.6,0.9,
Europe,Western and Central Europe,Spain,Ecstasy,ARQ,-,2014,1.2,0.4,0.9
Europe,Western and Central Europe,Sweden,Ecstasy,ARQ,-,2014,0.5,,
Europe,Western and Central Europe,Sweden,Ecstasy,ARQ,-,2014,0.7,,
Europe,Western and Central Europe,Switzerland,Ecstasy,ARQ,-,2014,0.9,,
Europe,Western and Central Europe,Switzerland,Ecstasy,ARQ,-,2014,1.9,,
Europe,Western and Central Europe,United Kingdom (England),Ecstasy,ARQ,-,2014,2.7,1.3,2.4
Europe,Western and Central Europe,Belgium,Ecstasy,ESPAD,-,2014,3,,
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2014/2015,-,2014,10.16546066,2.14000026,5.38468578
Europe,Western and Central Europe,Ireland,Ecstasy,ARQ,-,2015,3.1,,2.1
Europe,Western and Central Europe,Italy,Ecstasy,ARQ,-,2015,3.3,1.4,2.4
Europe,Western and Central Europe,Latvia,Ecstasy,ARQ,-,2015,2.7,,1.2
Europe,Western and Central Europe,Liechtenstein,Ecstasy,ARQ,-,2015,1.8,,
Europe,Western and Central Europe,Lithuania,Ecstasy,ARQ,-,2015,1.5,,
Europe,Western and Central Europe,Portugal,Ecstasy,ARQ,-,2015,2,0.8,1.6
Europe,Western and Central Europe,Slovakia,Ecstasy,ARQ,-,2015,3.9,,2.2
Europe,Western and Central Europe,Sweden,Ecstasy,ARQ,-,2015,0.4,,
Europe,Western and Central Europe,Sweden,Ecstasy,ARQ,-,2015,0.9,,
Europe,Western and Central Europe,Finland,Ecstasy,ARQ (ESPAD),-,2015,1,,
Europe,Western and Central Europe,Germany,Ecstasy,ARQ / DAS Data,-,2015,4,2,0.5
Europe,Western and Central Europe,Austria,Ecstasy,ARQ / ESPAD,-,2015,2,,1.4
Europe,Western and Central Europe,Czechia,Ecstasy,ARQ / ESPAD,-,2015,2.7,0.6,1.7
Europe,Western and Central Europe,Denmark,Ecstasy,ARQ / ESPAD,-,2015,0.5,,
Europe,Western and Central Europe,Malta,Ecstasy,ARQ / ESPAD,-,2015,2,,1.5
Europe,Western and Central Europe,Netherlands,Ecstasy,ARQ / ESPAD,-,2015,1.9,0.6,1.5
Europe,Western and Central Europe,Slovenia,Ecstasy,ARQ/ESPAD,-,2015,2.18,,
Europe,Western and Central Europe,Belgium,Ecstasy,ESPAD,-,2015,3,,
Europe,Western and Central Europe,Cyprus,Ecstasy,ESPAD,-,2015,3,,
Europe,Western and Central Europe,Estonia,Ecstasy,ESPAD,-,2015,3,,
Europe,Western and Central Europe,Faroe Islands,Ecstasy,ESPAD,-,2015,0,,
Europe,Western and Central Europe,France,Ecstasy,ESPAD,-,2015,2,,
Europe,Western and Central Europe,Greece,Ecstasy,ESPAD,-,2015,1.25,,1.11
Europe,Western and Central Europe,Hungary,Ecstasy,ESPAD,-,2015,3.6,,2.1
Europe,Western and Central Europe,Iceland,Ecstasy,ESPAD,-,2015,2,,
Europe,Western and Central Europe,Monaco,Ecstasy,ESPAD,-,2015,2,,
Europe,Western and Central Europe,Norway,Ecstasy,ESPAD,-,2015,1,,
Europe,Western and Central Europe,Poland,Ecstasy,ESPAD,-,2015,3,,
Europe,Western and Central Europe,United Kingdom (Scotland),Ecstasy,Government,-,2015,5,3,
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2015/2016,-,2015,9.22087144,1.44129089,4.52408088
Europe,Western and Central Europe,Luxembourg,Ecstasy,National Drug Report 2017,-,2015,0,0,0
Europe,Western and Central Europe,Czechia,Ecstasy,ARQ,-,2016,3.3,0.8,2.3
Europe,Western and Central Europe,Italy,Ecstasy,ARQ,-,2016,3.04,1.32,2.1
Europe,Western and Central Europe,Poland,Ecstasy,ARQ,-,2016,3.9,0.9,1.9
Europe,Western and Central Europe,Spain,Ecstasy,ARQ,-,2016,2.3,0.6,1.6
Europe,Western and Central Europe,Sweden,Ecstasy,ARQ,-,2016,0.6,,
Europe,Western and Central Europe,United Kingdom (England),Ecstasy,ARQ,-,2016,4,1.5,3.7
Europe,Western and Central Europe,Switzerland,Ecstasy,"Addiction Monitoring in Switzerland, July 2017",-,2016,2.5,0.6,0.8
Europe,Western and Central Europe,Cyprus,Ecstasy,ESPAD,-,2016,1.5,0.1,0.1
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2016/2017,-,2016,9.7115705,1.11271064,4.27406387
Europe,Western and Central Europe,United Kingdom (Scotland),Ecstasy,Government/Scottish Schools Adolescent Lifestyle and Substance Use Survey (SALSUS),-,2016,2.1,1.3,2
Europe,Western and Central Europe,United Kingdom (Scotland),Ecstasy,Government/Scottish Schools Adolescent Lifestyle and Substance Use Survey (SALSUS),-,2016,3,1.6,2.7
Europe,Western and Central Europe,Belgium,Ecstasy,ARQ,-,2017,2.2,,1.1
Europe,Western and Central Europe,France,Ecstasy,ARQ,-,2017,3.4,,2
Europe,Western and Central Europe,Iceland,Ecstasy,ARQ,-,2017,0.7,,
Europe,Western and Central Europe,Ireland,Ecstasy,ARQ,-,2017,3.1,,2.1
Europe,Western and Central Europe,Italy,Ecstasy,ARQ,-,2017,2.36,0.76,1.39
Europe,Western and Central Europe,Sweden,Ecstasy,ARQ,-,2017,0.8,,
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2017/2018,-,2017,11.3,1.9,5.1
Europe,Western and Central Europe,Italy,Ecstasy,ARQ,-,2018,2.24,0.59,1.24
Europe,Western and Central Europe,Poland,Ecstasy,ARQ,-,2018,4.2,0.7,2.2
Europe,Western and Central Europe,Slovakia,Ecstasy,ARQ,-,2018,2.4,,
Europe,Western and Central Europe,Sweden,Ecstasy,ARQ,-,2018,0.8,,
Europe,Western and Central Europe,United Kingdom (England and Wales),Ecstasy,Government 2018/2019,-,2018,10.6,1.1,4.7
Europe,Western and Central Europe,Gibraltar,Ecstasy,ARQ,-,2019,,0.15,0.88
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 1998,All Opiates,1998,1.7,0.7,0.83833565
Europe,Western and Central Europe,United Kingdom (England and Wales),Opioids,Government 2000,All Opiates,2000,1.7,0.3,0.81423346
